-00.000000051200	  -0.20000
-00.000000051100	  -0.20000
-00.000000051000	  -0.20000
-00.000000050900	  -0.20000
-00.000000050800	  -0.20000
-00.000000050700	  -0.20000
-00.000000050600	  -0.20000
-00.000000050500	   0.00000
-00.000000050400	   0.00000
-00.000000050300	   0.00000
-00.000000050200	  -0.20000
-00.000000050100	  -0.20000
-00.000000050000	  -0.20000
-00.000000049900	  -0.20000
-00.000000049800	  -0.20000
-00.000000049700	  -0.20000
-00.000000049600	  -0.20000
-00.000000049500	  -0.20000
-00.000000049400	  -0.20000
-00.000000049300	  -0.20000
-00.000000049200	  -0.20000
-00.000000049100	  -0.20000
-00.000000049000	  -0.40000
-00.000000048900	  -0.40000
-00.000000048800	  -0.40000
-00.000000048700	  -0.20000
-00.000000048600	  -0.20000
-00.000000048500	  -0.20000
-00.000000048400	  -0.20000
-00.000000048300	  -0.20000
-00.000000048200	  -0.20000
-00.000000048100	  -0.20000
-00.000000048000	  -0.20000
-00.000000047900	  -0.20000
-00.000000047800	  -0.20000
-00.000000047700	  -0.20000
-00.000000047600	  -0.20000
-00.000000047500	   0.00000
-00.000000047400	   0.00000
-00.000000047300	   0.00000
-00.000000047200	  -0.20000
-00.000000047100	  -0.20000
-00.000000047000	  -0.20000
-00.000000046900	  -0.20000
-00.000000046800	  -0.20000
-00.000000046700	  -0.20000
-00.000000046600	  -0.20000
-00.000000046500	  -0.20000
-00.000000046400	  -0.20000
-00.000000046300	  -0.20000
-00.000000046200	  -0.20000
-00.000000046100	  -0.20000
-00.000000046000	  -0.20000
-00.000000045900	  -0.20000
-00.000000045800	  -0.20000
-00.000000045700	  -0.20000
-00.000000045600	  -0.20000
-00.000000045500	  -0.20000
-00.000000045400	  -0.20000
-00.000000045300	  -0.20000
-00.000000045200	  -0.20000
-00.000000045100	  -0.20000
-00.000000045000	  -0.20000
-00.000000044900	  -0.20000
-00.000000044800	  -0.20000
-00.000000044700	  -0.20000
-00.000000044600	  -0.20000
-00.000000044500	  -0.20000
-00.000000044400	  -0.20000
-00.000000044300	  -0.20000
-00.000000044200	  -0.40000
-00.000000044100	  -0.40000
-00.000000044000	  -0.40000
-00.000000043900	  -0.40000
-00.000000043800	  -0.40000
-00.000000043700	  -0.40000
-00.000000043600	  -0.40000
-00.000000043500	  -0.40000
-00.000000043400	  -0.40000
-00.000000043300	  -0.40000
-00.000000043200	  -0.40000
-00.000000043100	  -0.40000
-00.000000043000	  -0.40000
-00.000000042900	  -0.40000
-00.000000042800	  -0.40000
-00.000000042700	  -0.40000
-00.000000042600	  -0.40000
-00.000000042500	  -0.40000
-00.000000042400	  -0.40000
-00.000000042300	  -0.40000
-00.000000042200	  -0.40000
-00.000000042100	  -0.40000
-00.000000042000	  -0.40000
-00.000000041900	  -0.40000
-00.000000041800	  -0.40000
-00.000000041700	  -0.40000
-00.000000041600	  -0.40000
-00.000000041500	  -0.40000
-00.000000041400	  -0.40000
-00.000000041300	  -0.40000
-00.000000041200	  -0.40000
-00.000000041100	  -0.40000
-00.000000041000	  -0.40000
-00.000000040900	  -0.40000
-00.000000040800	  -0.40000
-00.000000040700	  -0.40000
-00.000000040600	  -0.40000
-00.000000040500	  -0.40000
-00.000000040400	  -0.40000
-00.000000040300	  -0.40000
-00.000000040200	  -0.40000
-00.000000040100	  -0.40000
-00.000000040000	  -0.40000
-00.000000039900	  -0.40000
-00.000000039800	  -0.40000
-00.000000039700	  -0.40000
-00.000000039600	  -0.40000
-00.000000039500	  -0.20000
-00.000000039400	  -0.20000
-00.000000039300	  -0.20000
-00.000000039200	  -0.20000
-00.000000039100	  -0.20000
-00.000000039000	  -0.20000
-00.000000038900	  -0.20000
-00.000000038800	  -0.20000
-00.000000038700	  -0.20000
-00.000000038600	   0.00000
-00.000000038500	   0.00000
-00.000000038400	   0.00000
-00.000000038300	   0.00000
-00.000000038200	  -0.20000
-00.000000038100	  -0.20000
-00.000000038000	  -0.20000
-00.000000037900	  -0.20000
-00.000000037800	  -0.20000
-00.000000037700	  -0.20000
-00.000000037600	  -0.20000
-00.000000037500	  -0.20000
-00.000000037400	  -0.20000
-00.000000037300	  -0.20000
-00.000000037200	  -0.20000
-00.000000037100	  -0.20000
-00.000000037000	  -0.20000
-00.000000036900	  -0.20000
-00.000000036800	  -0.20000
-00.000000036700	  -0.20000
-00.000000036600	  -0.20000
-00.000000036500	   0.00000
-00.000000036400	   0.00000
-00.000000036300	   0.00000
-00.000000036200	  -0.20000
-00.000000036100	  -0.20000
-00.000000036000	  -0.20000
-00.000000035900	  -0.20000
-00.000000035800	  -0.20000
-00.000000035700	  -0.20000
-00.000000035600	  -0.20000
-00.000000035500	  -0.20000
-00.000000035400	  -0.20000
-00.000000035300	  -0.20000
-00.000000035200	  -0.20000
-00.000000035100	  -0.20000
-00.000000035000	  -0.40000
-00.000000034900	  -0.40000
-00.000000034800	  -0.40000
-00.000000034700	  -0.20000
-00.000000034600	  -0.20000
-00.000000034500	  -0.20000
-00.000000034400	  -0.20000
-00.000000034300	  -0.20000
-00.000000034200	  -0.20000
-00.000000034100	  -0.20000
-00.000000034000	  -0.20000
-00.000000033900	  -0.20000
-00.000000033800	  -0.20000
-00.000000033700	  -0.20000
-00.000000033600	  -0.20000
-00.000000033500	   0.00000
-00.000000033400	   0.00000
-00.000000033300	   0.00000
-00.000000033200	   0.00000
-00.000000033100	   0.00000
-00.000000033000	   0.00000
-00.000000032900	   0.00000
-00.000000032800	   0.00000
-00.000000032700	   0.00000
-00.000000032600	   0.00000
-00.000000032500	   0.00000
-00.000000032400	   0.00000
-00.000000032300	   0.00000
-00.000000032200	   0.00000
-00.000000032100	   0.00000
-00.000000032000	   0.00000
-00.000000031900	   0.00000
-00.000000031800	   0.00000
-00.000000031700	   0.00000
-00.000000031600	   0.00000
-00.000000031500	   0.00000
-00.000000031400	   0.00000
-00.000000031300	   0.00000
-00.000000031200	   0.00000
-00.000000031100	   0.00000
-00.000000031000	   0.00000
-00.000000030900	   0.00000
-00.000000030800	   0.00000
-00.000000030700	   0.00000
-00.000000030600	   0.00000
-00.000000030500	   0.00000
-00.000000030400	   0.00000
-00.000000030300	   0.00000
-00.000000030200	   0.00000
-00.000000030100	   0.00000
-00.000000030000	   0.00000
-00.000000029900	   0.00000
-00.000000029800	   0.00000
-00.000000029700	   0.00000
-00.000000029600	   0.00000
-00.000000029500	   0.00000
-00.000000029400	   0.00000
-00.000000029300	   0.00000
-00.000000029200	  -0.20000
-00.000000029100	  -0.20000
-00.000000029000	  -0.20000
-00.000000028900	  -0.20000
-00.000000028800	  -0.20000
-00.000000028700	  -0.20000
-00.000000028600	  -0.20000
-00.000000028500	  -0.20000
-00.000000028400	  -0.20000
-00.000000028300	  -0.20000
-00.000000028200	  -0.20000
-00.000000028100	  -0.20000
-00.000000028000	  -0.20000
-00.000000027900	  -0.20000
-00.000000027800	  -0.20000
-00.000000027700	  -0.20000
-00.000000027600	  -0.20000
-00.000000027500	  -0.20000
-00.000000027400	   0.00000
-00.000000027300	   0.00000
-00.000000027200	   0.00000
-00.000000027100	   0.00000
-00.000000027000	   0.00000
-00.000000026900	   0.00000
-00.000000026800	   0.00000
-00.000000026700	   0.00000
-00.000000026600	   0.00000
-00.000000026500	   0.20000
-00.000000026400	   0.20000
-00.000000026300	   0.20000
-00.000000026200	   0.20000
-00.000000026100	   0.20000
-00.000000026000	   0.20000
-00.000000025900	   0.20000
-00.000000025800	   0.20000
-00.000000025700	   0.20000
-00.000000025600	   0.20000
-00.000000025500	   0.20000
-00.000000025400	   0.20000
-00.000000025300	   0.20000
-00.000000025200	   0.20000
-00.000000025100	   0.20000
-00.000000025000	   0.20000
-00.000000024900	   0.20000
-00.000000024800	   0.20000
-00.000000024700	   0.20000
-00.000000024600	   0.20000
-00.000000024500	   0.20000
-00.000000024400	   0.20000
-00.000000024300	   0.20000
-00.000000024200	   0.20000
-00.000000024100	   0.20000
-00.000000024000	   0.20000
-00.000000023900	   0.20000
-00.000000023800	   0.20000
-00.000000023700	   0.20000
-00.000000023600	   0.20000
-00.000000023500	   0.20000
-00.000000023400	   0.20000
-00.000000023300	   0.20000
-00.000000023200	   0.20000
-00.000000023100	   0.20000
-00.000000023000	   0.20000
-00.000000022900	   0.20000
-00.000000022800	   0.20000
-00.000000022700	   0.20000
-00.000000022600	   0.20000
-00.000000022500	   0.40000
-00.000000022400	   0.40000
-00.000000022300	   0.40000
-00.000000022200	   0.40000
-00.000000022100	   0.40000
-00.000000022000	   0.40000
-00.000000021900	   0.40000
-00.000000021800	   0.40000
-00.000000021700	   0.40000
-00.000000021600	   0.40000
-00.000000021500	   0.40000
-00.000000021400	   0.40000
-00.000000021300	   0.20000
-00.000000021200	   0.20000
-00.000000021100	   0.20000
-00.000000021000	   0.20000
